"A továbbszámított népesség száma megyék és a település jogállása szerint"
"Magyaroszág lakónépessége"



" ";"Mutatók";
"Idõszak";"Nem";"Korév";"Terület";"Népesség száma január 1-jén (fõ)";"Évközepi népesség száma (fõ)";
"";"";"";"Somogy megye";"3769";"3689,5";
"";"";"";"Tolna megye";"2919";"2919,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"7927";"7902,5";
"";"";"";"Heves megye";"4042";"3999,5";
"";"";"";"Nógrád megye";"2611";"2590,0";
"";"";"";"Hajdú-Bihar megye";"5874";"5819,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"5410";"5330,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"5096";"5063,5";
"";"";"";"Bács-Kiskun megye";"6360";"6302,0";
"";"";"";"Békés megye";"5142";"5156,0";
"";"";"";"Csongrád megye";"5198";"5170,0";
"";"";"80 - 84 éves";"Budapest";"16067";"16109,5";
"";"";"";"Pest megye";"7158";"7245,0";
"";"";"";"Fejér megye";"2970";"3013,0";
"";"";"";"Komárom-Esztergom megye";"1920";"1948,0";
"";"";"";"Veszprém megye";"2749";"2769,0";
"";"";"";"Gyõr-Moson-Sopron megye";"3343";"3342,5";
"";"";"";"Vas megye";"1910";"1935,5";
"";"";"";"Zala megye";"2386";"2369,0";
"";"";"";"Baranya megye";"2913";"2959,5";
"";"";"";"Somogy megye";"2314";"2333,5";
"";"";"";"Tolna megye";"1741";"1756,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"4655";"4669,5";
"";"";"";"Heves megye";"2346";"2352,0";
"";"";"";"Nógrád megye";"1470";"1454,5";
"";"";"";"Hajdú-Bihar megye";"3516";"3561,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"3245";"3289,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"3098";"3104,5";
"";"";"";"Bács-Kiskun megye";"4154";"4177,5";
"";"";"";"Békés megye";"3210";"3203,5";
"";"";"";"Csongrád megye";"3306";"3324,0";
"";"";"85 - X  éves";"Budapest";"11139";"11311,5";
"";"";"";"Pest megye";"4364";"4524,0";
"";"";"";"Fejér megye";"1603";"1647,5";
"";"";"";"Komárom-Esztergom megye";"1133";"1175,5";
"";"";"";"Veszprém megye";"1550";"1593,0";
"";"";"";"Gyõr-Moson-Sopron megye";"2075";"2101,5";
"";"";"";"Vas megye";"1236";"1256,0";
"";"";"";"Zala megye";"1489";"1534,5";
"";"";"";"Baranya megye";"1634";"1660,0";
"";"";"";"Somogy megye";"1397";"1425,5";
"";"";"";"Tolna megye";"1161";"1190,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"2738";"2775,5";
"";"";"";"Heves megye";"1368";"1389,0";
"";"";"";"Nógrád megye";"865";"876,0";
"";"";"";"Hajdú-Bihar megye";"2352";"2395,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"1931";"1986,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"2035";"2066,5";
"";"";"";"Bács-Kiskun megye";"2435";"2488,0";
"";"";"";"Békés megye";"2438";"2458,5";
"";"";"";"Csongrád megye";"2187";"2212,5";
"";"Nõ";"0 -  4 éves";"Budapest";"41583";"41576,5";
"";"";"";"Pest megye";"33990";"33479,5";
"";"";"";"Fejér megye";"9983";"9830,0";
"";"";"";"Komárom-Esztergom megye";"7247";"7214,5";
"";"";"";"Veszprém megye";"7763";"7670,5";
"";"";"";"Gyõr-Moson-Sopron megye";"10833";"10662,5";
"";"";"";"Vas megye";"5322";"5231,0";
"";"";"";"Zala megye";"5890";"5771,0";
"";"";"";"Baranya megye";"8654";"8566,0";
"";"";"";"Somogy megye";"6655";"6546,5";
"";"";"";"Tolna megye";"4843";"4787,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"17135";"16837,5";
"";"";"";"Heves megye";"6867";"6768,5";
"";"";"";"Nógrád megye";"4314";"4212,0";
"";"";"";"Hajdú-Bihar megye";"12982";"12779,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"14375";"14075,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"8779";"8588,0";
"";"";"";"Bács-Kiskun megye";"11963";"11792,0";
"";"";"";"Békés megye";"6983";"6914,0";
"";"";"";"Csongrád megye";"9186";"9023,5";
"";"";"5 - 9  éves";"Budapest";"35611";"36433,5";
"";"";"";"Pest megye";"33541";"34009,0";
"";"";"";"Fejér megye";"10073";"10121,5";
"";"";"";"Komárom-Esztergom megye";"7281";"7278,0";
"";"";"";"Veszprém megye";"7952";"8013,5";
"";"";"";"Gyõr-Moson-Sopron megye";"10541";"10752,5";
"";"";"";"Vas megye";"5587";"5571,5";
"";"";"";"Zala megye";"5735";"5740,5";
"";"";"";"Baranya megye";"8733";"8734,0";
"";"";"";"Somogy megye";"7319";"7286,0";
"";"";"";"Tolna megye";"5073";"5046,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"17193";"17152,5";
"";"";"";"Heves megye";"7204";"7144,0";
"";"";"";"Nógrád megye";"4743";"4697,0";
"";"";"";"Hajdú-Bihar megye";"13655";"13582,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"15230";"15096,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"9169";"9108,0";
"";"";"";"Bács-Kiskun megye";"12059";"12126,5";
"";"";"";"Békés megye";"7906";"7791,5";
"";"";"";"Csongrád megye";"9373";"9384,5";
"";"";"10 - 14 éves";"Budapest";"31179";"31373,5";
"";"";"";"Pest megye";"32626";"32627,0";
"";"";"";"Fejér megye";"10113";"10008,5";
"";"";"";"Komárom-Esztergom megye";"7516";"7461,5";
"";"";"";"Veszprém megye";"8165";"8051,5";
"";"";"";"Gyõr-Moson-Sopron megye";"10275";"10251,5";
"";"";"";"Vas megye";"5918";"5853,0";
"";"";"";"Zala megye";"6094";"6030,5";
"";"";"";"Baranya megye";"9062";"8979,0";
"";"";"";"Somogy megye";"7919";"7849,0";
"";"";"";"Tolna megye";"5579";"5479,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"19576";"19250,5";
"";"";"";"Heves megye";"7660";"7668,0";
"";"";"";"Nógrád megye";"5189";"5122,5";
"";"";"";"Hajdú-Bihar megye";"14368";"14281,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"17279";"16979,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"10017";"9912,0";
"";"";"";"Bács-Kiskun megye";"13039";"12843,0";
"";"";"";"Békés megye";"9016";"8817,0";
"";"";"";"Csongrád megye";"9709";"9603,5";
"";"";"15 - 19 éves";"Budapest";"38352";"37657,0";
"";"";"";"Pest megye";"36407";"36018,0";
"";"";"";"Fejér megye";"12824";"12538,5";
"";"";"";"Komárom-Esztergom megye";"8981";"8835,5";
"";"";"";"Veszprém megye";"10484";"10201,0";
"";"";"";"Gyõr-Moson-Sopron megye";"12644";"12512,0";
"";"";"";"Vas megye";"7533";"7384,0";
"";"";"";"Zala megye";"7846";"7652,0";
"";"";"";"Baranya megye";"11400";"11165,5";
"";"";"";"Somogy megye";"9369";"9161,0";
"";"";"";"Tolna megye";"6512";"6368,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"22603";"22208,5";
"";"";"";"Heves megye";"9408";"9201,0";
"";"";"";"Nógrád megye";"5857";"5719,0";
"";"";"";"Hajdú-Bihar megye";"17799";"17449,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"18858";"18716,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"11679";"11424,0";
"";"";"";"Bács-Kiskun megye";"15816";"15513,0";
"";"";"";"Békés megye";"10990";"10743,0";
"";"";"";"Csongrád megye";"12206";"11926,5";
"";"";"20 - 24 éves";"Budapest";"53705";"53257,0";
"";"";"";"Pest megye";"36469";"36683,5";
"";"";"";"Fejér megye";"13096";"13192,5";
"";"";"";"Komárom-Esztergom megye";"9541";"9469,0";
"";"";"";"Veszprém megye";"11388";"11400,0";
"";"";"";"Gyõr-Moson-Sopron megye";"14136";"14019,0";
"";"";"";"Vas megye";"7236";"7282,5";
"";"";"";"Zala megye";"8518";"8426,0";
"";"";"";"Baranya megye";"12876";"12826,5";
"";"";"";"Somogy megye";"9731";"9768,0";
"";"";"";"Tolna megye";"6947";"6870,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"22795";"22699,5";
"";"";"";"Heves megye";"9601";"9520,0";
"";"";"";"Nógrád megye";"5932";"5891,5";
"";"";"";"Hajdú-Bihar megye";"19319";"19165,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"19185";"19043,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"12083";"12027,0";
"";"";"";"Bács-Kiskun megye";"16350";"16375,5";
"";"";"";"Békés megye";"11143";"11099,5";
"";"";"";"Csongrád megye";"14324";"14226,0";
"";"";"25 - 29 éves";"Budapest";"68147";"67513,0";
"";"";"";"Pest megye";"39211";"38753,0";
"";"";"";"Fejér megye";"14000";"13808,0";
"";"";"";"Komárom-Esztergom megye";"10583";"10462,0";
"";"";"";"Veszprém megye";"11824";"11608,0";
"";"";"";"Gyõr-Moson-Sopron megye";"15988";"15861,0";
"";"";"";"Vas megye";"8077";"7992,5";
"";"";"";"Zala megye";"8918";"8819,5";
"";"";"";"Baranya megye";"13841";"13591,0";
"";"";"";"Somogy megye";"9598";"9574,5";
"";"";"";"Tolna megye";"6898";"6942,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"21653";"21691,0";
"";"";"";"Heves megye";"9427";"9395,0";
"";"";"";"Nógrád megye";"5816";"5792,0";
"";"";"";"Hajdú-Bihar megye";"18825";"18868,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"18353";"18411,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"12046";"11993,0";
"";"";"";"Bács-Kiskun megye";"16834";"16701,5";
"";"";"";"Békés megye";"10850";"10839,0";
"";"";"";"Csongrád megye";"14967";"14804,0";
"";"";"30 - 34 éves";"Budapest";"89556";"88211,0";
"";"";"";"Pest megye";"53667";"52388,5";
"";"";"";"Fejér megye";"16997";"16621,5";
"";"";"";"Komárom-Esztergom megye";"12453";"12193,5";
"";"";"";"Veszprém megye";"13236";"13068,0";
"";"";"";"Gyõr-Moson-Sopron megye";"19576";"19380,5";
"";"";"";"Vas megye";"9996";"9801,0";
"";"";"";"Zala megye";"10385";"10162,5";
"";"";"";"Baranya megye";"15239";"15060,0";
"";"";"";"Somogy megye";"11239";"10978,0";
"";"";"";"Tolna megye";"7681";"7464,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"22357";"21967,5";
"";"";"";"Heves megye";"11148";"10908,5";
"";"";"";"Nógrád megye";"6403";"6247,0";
"";"";"";"Hajdú-Bihar megye";"20897";"20634,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"19685";"19279,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"13457";"13268,0";
"";"";"";"Bács-Kiskun megye";"18917";"18634,5";
"";"";"";"Békés megye";"11749";"11431,5";
"";"";"";"Csongrád megye";"16981";"16723,0";
"";"";"35 - 39 éves";"Budapest";"77674";"80686,5";
"";"";"";"Pest megye";"54956";"56272,0";
"";"";"";"Fejér megye";"16139";"16646,5";
"";"";"";"Komárom-Esztergom megye";"11830";"12159,5";
"";"";"";"Veszprém megye";"12891";"13119,0";
"";"";"";"Gyõr-Moson-Sopron megye";"17854";"18406,0";
"";"";"";"Vas megye";"9882";"10008,5";
"";"";"";"Zala megye";"10507";"10597,0";
"";"";"";"Baranya megye";"14506";"14709,0";
"";"";"";"Somogy megye";"11458";"11567,0";
"";"";"";"Tolna megye";"8268";"8363,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"22754";"22846,5";
"";"";"";"Heves megye";"10920";"11053,0";
"";"";"";"Nógrád megye";"6769";"6815,5";
"";"";"";"Hajdú-Bihar megye";"19984";"20247,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"20788";"20931,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"13198";"13340,5";
"";"";"";"Bács-Kiskun megye";"19306";"19534,0";
"";"";"";"Békés megye";"12421";"12597,5";
"";"";"";"Csongrád megye";"15969";"16245,0";
"";"";"40 - 44 éves";"Budapest";"61191";"62561,5";
"";"";"";"Pest megye";"46615";"47747,0";
"";"";"";"Fejér megye";"14815";"14884,0";
"";"";"";"Komárom-Esztergom megye";"10686";"10732,0";
"";"";"";"Veszprém megye";"12010";"12000,5";
"";"";"";"Gyõr-Moson-Sopron megye";"15264";"15521,0";
"";"";"";"Vas megye";"9069";"9187,0";
"";"";"";"Zala megye";"9789";"9874,0";
"";"";"";"Baranya megye";"13172";"13265,0";
"";"";"";"Somogy megye";"10598";"10661,5";
"";"";"";"Tolna megye";"8085";"8090,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"23021";"22909,5";
"";"";"";"Heves megye";"10005";"10076,5";
"";"";"";"Nógrád megye";"6901";"6832,5";
"";"";"";"Hajdú-Bihar megye";"18686";"18760,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"19046";"19121,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"12734";"12741,0";
"";"";"";"Bács-Kiskun megye";"17771";"17874,0";
"";"";"";"Békés megye";"12341";"12261,5";
"";"";"";"Csongrád megye";"14259";"14406,5";
"";"";"45 - 49 éves";"Budapest";"47494";"48044,5";
"";"";"";"Pest megye";"36106";"36444,5";
"";"";"";"Fejér megye";"12747";"12666,0";
"";"";"";"Komárom-Esztergom megye";"9775";"9726,0";
"";"";"";"Veszprém megye";"11193";"11128,5";
"";"";"";"Gyõr-Moson-Sopron megye";"13163";"13239,5";
"";"";"";"Vas megye";"8094";"8062,0";
"";"";"";"Zala megye";"9377";"9263,5";
"";"";"";"Baranya megye";"12537";"12423,5";
"";"";"";"Somogy megye";"9827";"9800,5";
"";"";"";"Tolna megye";"7373";"7327,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"22152";"21945,0";
"";"";"";"Heves megye";"9132";"9081,5";
"";"";"";"Nógrád megye";"6577";"6504,5";
"";"";"";"Hajdú-Bihar megye";"16520";"16483,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"17541";"17467,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"11747";"11700,5";
"";"";"";"Bács-Kiskun megye";"16337";"16257,0";
"";"";"";"Békés megye";"11098";"11085,5";
"";"";"";"Csongrád megye";"12572";"12607,0";
"";"";"50 - 54 éves";"Budapest";"53140";"51557,0";
"";"";"";"Pest megye";"39015";"38239,5";
"";"";"";"Fejér megye";"15518";"15103,5";
"";"";"";"Komárom-Esztergom megye";"11029";"10721,0";
"";"";"";"Veszprém megye";"13191";"12828,5";
"";"";"";"Gyõr-Moson-Sopron megye";"15540";"15063,0";
"";"";"";"Vas megye";"9432";"9195,5";
"";"";"";"Zala megye";"11418";"11124,5";
"";"";"";"Baranya megye";"14926";"14545,0";
"";"";"";"Somogy megye";"12076";"11692,5";
"";"";"";"Tolna megye";"9046";"8771,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"25393";"24765,0";
"";"";"";"Heves megye";"11450";"11078,0";
"";"";"";"Nógrád megye";"7547";"7365,5";
"";"";"";"Hajdú-Bihar megye";"19381";"18927,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"20790";"20260,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"14134";"13589,0";
"";"";"";"Bács-Kiskun megye";"19586";"18955,5";
"";"";"";"Békés megye";"13610";"13078,5";
"";"";"";"Csongrád megye";"14827";"14258,0";
"";"";"55 - 59 éves";"Budapest";"72706";"72153,0";
"";"";"";"Pest megye";"46795";"46736,5";
"";"";"";"Fejér megye";"17113";"17305,5";
"";"";"";"Komárom-Esztergom megye";"12565";"12676,5";
"";"";"";"Veszprém megye";"14742";"14879,0";
"";"";"";"Gyõr-Moson-Sopron megye";"17889";"18019,0";
"";"";"";"Vas megye";"11242";"11153,5";
"";"";"";"Zala megye";"12483";"12668,0";
"";"";"";"Baranya megye";"15978";"16124,5";
"";"";"";"Somogy megye";"13776";"13817,5";
"";"";"";"Tolna megye";"10024";"10076,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"26821";"27101,5";
"";"";"";"Heves megye";"13130";"13180,0";
"";"";"";"Nógrád megye";"8505";"8521,0";
"";"";"";"Hajdú-Bihar megye";"20416";"20576,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"21151";"21291,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"15912";"16095,5";
"";"";"";"Bács-Kiskun megye";"20940";"21223,5";
"";"";"";"Békés megye";"15100";"15328,0";
"";"";"";"Csongrád megye";"17078";"17233,5";
"";"";"60 - 64 éves";"Budapest";"64190";"64241,5";
"";"";"";"Pest megye";"39983";"40895,0";
"";"";"";"Fejér megye";"14217";"14569,5";
"";"";"";"Komárom-Esztergom megye";"10286";"10572,5";
"";"";"";"Veszprém megye";"11830";"12185,5";
"";"";"";"Gyõr-Moson-Sopron megye";"14677";"14990,0";
"";"";"";"Vas megye";"9019";"9314,5";
"";"";"";"Zala megye";"10209";"10458,5";
"";"";"";"Baranya megye";"13240";"13511,5";
"";"";"";"Somogy megye";"11651";"12005,0";
"";"";"";"Tolna megye";"8388";"8576,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"22437";"22904,5";
"";"";"";"Heves megye";"11021";"11200,5";
"";"";"";"Nógrád megye";"7107";"7219,5";
"";"";"";"Hajdú-Bihar megye";"17053";"17490,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"17174";"17758,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"13070";"13324,5";
"";"";"";"Bács-Kiskun megye";"18159";"18360,0";
"";"";"";"Békés megye";"13467";"13578,5";
"";"";"";"Csongrád megye";"15023";"15139,0";
"";"";"65 - 69 éves";"Budapest";"58896";"59209,0";
"";"";"";"Pest megye";"34476";"34492,0";
"";"";"";"Fejér megye";"12016";"11885,0";
"";"";"";"Komárom-Esztergom megye";"9160";"8994,5";
"";"";"";"Veszprém megye";"10508";"10425,0";
"";"";"";"Gyõr-Moson-Sopron megye";"12615";"12631,0";
"";"";"";"Vas megye";"7640";"7660,0";
"";"";"";"Zala megye";"8801";"8773,5";
"";"";"";"Baranya megye";"11558";"11415,0";
"";"";"";"Somogy megye";"9896";"9754,5";
"";"";"";"Tolna megye";"6869";"6840,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"20134";"19845,0";
"";"";"";"Heves megye";"9939";"9891,0";
"";"";"";"Nógrád megye";"6736";"6677,0";
"";"";"";"Hajdú-Bihar megye";"14458";"14380,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"13179";"13223,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"11691";"11578,0";
"";"";"";"Bács-Kiskun megye";"15963";"15974,5";
"";"";"";"Békés megye";"11233";"11208,0";
"";"";"";"Csongrád megye";"13070";"13147,5";
"";"";"70 - 74 éves";"Budapest";"45883";"46479,0";
"";"";"";"Pest megye";"26895";"27271,0";
"";"";"";"Fejér megye";"10744";"10794,5";
"";"";"";"Komárom-Esztergom megye";"8061";"8120,5";
"";"";"";"Veszprém megye";"9565";"9598,0";
"";"";"";"Gyõr-Moson-Sopron megye";"10844";"10879,5";
"";"";"";"Vas megye";"6679";"6707,0";
"";"";"";"Zala megye";"8183";"8174,0";
"";"";"";"Baranya megye";"10419";"10459,5";
"";"";"";"Somogy megye";"8889";"8947,0";
"";"";"";"Tolna megye";"6428";"6401,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"18964";"18832,0";
"";"";"";"Heves megye";"8907";"8885,5";
"";"";"";"Nógrád megye";"5920";"5867,0";
"";"";"";"Hajdú-Bihar megye";"13007";"13014,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"12843";"12670,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"10947";"10913,5";
"";"";"";"Bács-Kiskun megye";"14416";"14414,5";
"";"";"";"Békés megye";"10545";"10560,0";
"";"";"";"Csongrád megye";"11258";"11285,5";
"";"";"75 - 79 éves";"Budapest";"39271";"38999,0";
"";"";"";"Pest megye";"21815";"21938,0";
"";"";"";"Fejér megye";"9218";"9233,0";
"";"";"";"Komárom-Esztergom megye";"6297";"6339,5";
"";"";"";"Veszprém megye";"7911";"7839,0";
"";"";"";"Gyõr-Moson-Sopron megye";"9033";"9031,0";
"";"";"";"Vas megye";"5655";"5588,0";
"";"";"";"Zala megye";"7133";"7061,0";
"";"";"";"Baranya megye";"8768";"8784,5";
"";"";"";"Somogy megye";"7470";"7433,0";
"";"";"";"Tolna megye";"5462";"5446,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"15479";"15626,0";
"";"";"";"Heves megye";"7815";"7737,0";
"";"";"";"Nógrád megye";"5072";"5048,5";
"";"";"";"Hajdú-Bihar megye";"10746";"10751,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"11052";"11076,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"9065";"9086,0";
"";"";"";"Bács-Kiskun megye";"12013";"12002,5";
"";"";"";"Békés megye";"8953";"8934,5";
"";"";"";"Csongrád megye";"9108";"9111,0";
"";"";"80 - 84 éves";"Budapest";"33238";"32939,0";
"";"";"";"Pest megye";"15752";"15866,0";
"";"";"";"Fejér megye";"6051";"6134,0";
"";"";"";"Komárom-Esztergom megye";"4366";"4423,0";
"";"";"";"Veszprém megye";"5553";"5640,0";
"";"";"";"Gyõr-Moson-Sopron megye";"6746";"6797,5";
"";"";"";"Vas megye";"4338";"4338,5";
"";"";"";"Zala megye";"5156";"5219,0";
"";"";"";"Baranya megye";"6439";"6388,5";
"";"";"";"Somogy megye";"5324";"5356,0";
"";"";"";"Tolna megye";"4058";"4078,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"10721";"10680,5";
"";"";"";"Heves megye";"5390";"5431,0";
"";"";"";"Nógrád megye";"3327";"3353,5";
"";"";"";"Hajdú-Bihar megye";"7890";"7941,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"7750";"7751,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"6458";"6483,5";
"";"";"";"Bács-Kiskun megye";"9080";"8998,5";
"";"";"";"Békés megye";"6639";"6574,5";
"";"";"";"Csongrád megye";"7193";"7115,5";
"";"";"85 - X  éves";"Budapest";"29081";"29509,0";
"";"";"";"Pest megye";"12266";"12550,5";
"";"";"";"Fejér megye";"4283";"4399,5";
"";"";"";"Komárom-Esztergom megye";"3154";"3232,5";
"";"";"";"Veszprém megye";"3892";"3999,5";
"";"";"";"Gyõr-Moson-Sopron megye";"4902";"4996,0";
"";"";"";"Vas megye";"3199";"3236,5";
"";"";"";"Zala megye";"3942";"4021,0";
"";"";"";"Baranya megye";"4451";"4578,5";
"";"";"";"Somogy megye";"3771";"3831,5";
"";"";"";"Tolna megye";"2915";"2992,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"7928";"8115,0";
"";"";"";"Heves megye";"4069";"4136,0";
"";"";"";"Nógrád megye";"2511";"2546,5";
"";"";"";"Hajdú-Bihar megye";"5394";"5545,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"5364";"5515,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"4718";"4828,0";
"";"";"";"Bács-Kiskun megye";"6434";"6607,5";
"";"";"";"Békés megye";"5019";"5159,0";
"";"";"";"Csongrád megye";"5336";"5471,0";
"2012. év";"Férfi";"0 -  4 éves";"Budapest";"42827";"43077,5";
"";"";"";"Pest megye";"34511";"34339,5";
"";"";"";"Fejér megye";"10233";"10158,5";
"";"";"";"Komárom-Esztergom megye";"7293";"7270,0";
"";"";"";"Veszprém megye";"8067";"7994,0";
"";"";"";"Gyõr-Moson-Sopron megye";"10852";"10870,5";
"";"";"";"Vas megye";"5439";"5390,0";
"";"";"";"Zala megye";"5935";"5863,0";
"";"";"";"Baranya megye";"8930";"8810,0";
"";"";"";"Somogy megye";"6846";"6733,5";
"";"";"";"Tolna megye";"5188";"5148,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"17575";"17343,5";
"";"";"";"Heves megye";"7239";"7126,5";
"";"";"";"Nógrád megye";"4418";"4357,0";
"";"";"";"Hajdú-Bihar megye";"13384";"13182,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"14882";"14675,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"9218";"9095,5";
"";"";"";"Bács-Kiskun megye";"12049";"11915,0";
"";"";"";"Békés megye";"7394";"7268,5";
"";"";"";"Csongrád megye";"9090";"8968,0";
"";"";"5 - 9  éves";"Budapest";"36709";"37626,0";
"";"";"";"Pest megye";"35117";"35350,0";
"";"";"";"Fejér megye";"10545";"10543,0";
"";"";"";"Komárom-Esztergom megye";"7593";"7602,0";
"";"";"";"Veszprém megye";"8456";"8466,5";
"";"";"";"Gyõr-Moson-Sopron megye";"11044";"11166,5";
"";"";"";"Vas megye";"6037";"5998,5";
"";"";"";"Zala megye";"6223";"6235,0";
"";"";"";"Baranya megye";"9223";"9217,5";
"";"";"";"Somogy megye";"7723";"7667,5";
"";"";"";"Tolna megye";"5563";"5524,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"18742";"18626,5";
"";"";"";"Heves megye";"7691";"7658,5";
"";"";"";"Nógrád megye";"5147";"5080,0";
"";"";"";"Hajdú-Bihar megye";"14383";"14359,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"16329";"16223,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"10070";"9987,5";
"";"";"";"Bács-Kiskun megye";"13016";"12964,5";
"";"";"";"Békés megye";"8598";"8483,5";
"";"";"";"Csongrád megye";"9728";"9747,0";
"";"";"10 - 14 éves";"Budapest";"32402";"32669,5";
"";"";"";"Pest megye";"33628";"33661,0";
"";"";"";"Fejér megye";"10530";"10576,5";
"";"";"";"Komárom-Esztergom megye";"7728";"7697,0";
"";"";"";"Veszprém megye";"8376";"8321,5";
"";"";"";"Gyõr-Moson-Sopron megye";"10723";"10776,5";
"";"";"";"Vas megye";"6088";"6075,5";
"";"";"";"Zala megye";"6670";"6549,5";
"";"";"";"Baranya megye";"9260";"9211,5";
"";"";"";"Somogy megye";"8265";"8153,5";
"";"";"";"Tolna megye";"5878";"5834,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"20648";"20250,0";
"";"";"";"Heves megye";"8151";"8042,0";
"";"";"";"Nógrád megye";"5323";"5325,0";
"";"";"";"Hajdú-Bihar megye";"15207";"15059,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"18267";"17852,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"10436";"10398,0";
"";"";"";"Bács-Kiskun megye";"13476";"13454,0";
"";"";"";"Békés megye";"9317";"9264,0";
"";"";"";"Csongrád megye";"9858";"9828,5";
"";"";"15 - 19 éves";"Budapest";"39777";"38878,5";
"";"";"";"Pest megye";"37747";"37361,5";
"";"";"";"Fejér megye";"13189";"12755,5";
"";"";"";"Komárom-Esztergom megye";"9204";"9008,5";
"";"";"";"Veszprém megye";"10894";"10677,5";
"";"";"";"Gyõr-Moson-Sopron megye";"13575";"13377,0";
"";"";"";"Vas megye";"7665";"7562,5";
"";"";"";"Zala megye";"8081";"7937,5";
"";"";"";"Baranya megye";"11588";"11336,0";
"";"";"";"Somogy megye";"10029";"9861,5";
"";"";"";"Tolna megye";"7429";"7248,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"23743";"23428,5";
"";"";"";"Heves megye";"9676";"9586,5";
"";"";"";"Nógrád megye";"6379";"6212,5";
"";"";"";"Hajdú-Bihar megye";"18688";"18350,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"20539";"20468,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"12720";"12387,5";
