"Year";"Sex";"Age";"County";"PopJan1";"PopMidYear"
2011;"Férfi";25;"Heves megye";10136;10063,5
2011;"Férfi";25;"Nógrád megye";6622;6491,5
2011;"Férfi";25;"Hajdú-Bihar megye";19783;19630
2011;"Férfi";25;"Szabolcs-Szatmár-Bereg megye";19898;19837
2011;"Férfi";25;"Jász-Nagykun-Szolnok megye";13029;12971,5
2011;"Férfi";25;"Bács-Kiskun megye";17953;17801
2011;"Férfi";25;"Békés megye";11772;11729,5
2011;"Férfi";25;"Csongrád megye";15200;15058,5
2011;"Férfi";30;"Budapest";85283;84009
2011;"Férfi";30;"Pest megye";54250;52795,5
2011;"Férfi";30;"Fejér megye";18669;18306,5
2011;"Férfi";30;"Komárom-Esztergom megye";13908;13603,5
2011;"Férfi";30;"Veszprém megye";14732;14523
2011;"Férfi";30;"Gyõr-Moson-Sopron megye";20747;20461,5
2011;"Férfi";30;"Vas megye";10373;10255,5
2011;"Férfi";30;"Zala megye";11233;11011,5
2011;"Férfi";30;"Baranya megye";16305;16068
2011;"Férfi";30;"Somogy megye";12045;11790
2011;"Férfi";30;"Tolna megye";8276;8142
2011;"Férfi";30;"Borsod-Abaúj-Zemplén megye";25270;24913,5
2011;"Férfi";30;"Heves megye";11895;11602
2011;"Férfi";30;"Nógrád megye";7543;7385
2011;"Férfi";30;"Hajdú-Bihar megye";22087;21797
2011;"Férfi";30;"Szabolcs-Szatmár-Bereg megye";20895;20574
2011;"Férfi";30;"Jász-Nagykun-Szolnok megye";15033;14740
2011;"Férfi";30;"Bács-Kiskun megye";20964;20663
2011;"Férfi";30;"Békés megye";12922;12603,5
2011;"Férfi";30;"Csongrád megye";17852;17529
2011;"Férfi";35;"Budapest";74580;77218
2011;"Férfi";35;"Pest megye";56056;57507
2011;"Férfi";35;"Fejér megye";17766;18243
2011;"Férfi";35;"Komárom-Esztergom megye";12940;13200,5
2011;"Férfi";35;"Veszprém megye";13787;14098
2011;"Férfi";35;"Gyõr-Moson-Sopron megye";19199;19744
2011;"Férfi";35;"Vas megye";10523;10605,5
2011;"Férfi";35;"Zala megye";11133;11328,5
2011;"Férfi";35;"Baranya megye";14916;15179
2011;"Férfi";35;"Somogy megye";11798;11998,5
2011;"Férfi";35;"Tolna megye";8642;8722
2011;"Férfi";35;"Borsod-Abaúj-Zemplén megye";23839;24094,5
2011;"Férfi";35;"Heves megye";11644;11827
2011;"Férfi";35;"Nógrád megye";7590;7697,5
2011;"Férfi";35;"Hajdú-Bihar megye";21013;21379
2011;"Férfi";35;"Szabolcs-Szatmár-Bereg megye";21339;21567,5
2011;"Férfi";35;"Jász-Nagykun-Szolnok megye";14298;14464,5
2011;"Férfi";35;"Bács-Kiskun megye";20084;20501,5
2011;"Férfi";35;"Békés megye";13310;13568
2011;"Férfi";35;"Csongrád megye";16551;16920
2011;"Férfi";40;"Budapest";59369;60721
2011;"Férfi";40;"Pest megye";49404;50283,5
2011;"Férfi";40;"Fejér megye";15203;15385,5
2011;"Férfi";40;"Komárom-Esztergom megye";11169;11316,5
2011;"Férfi";40;"Veszprém megye";12502;12554
2011;"Férfi";40;"Gyõr-Moson-Sopron megye";16308;16633
2011;"Férfi";40;"Vas megye";9287;9465
2011;"Férfi";40;"Zala megye";10106;10179
2011;"Férfi";40;"Baranya megye";13178;13261,5
2011;"Férfi";40;"Somogy megye";10903;10934
2011;"Férfi";40;"Tolna megye";7983;8006
2011;"Férfi";40;"Borsod-Abaúj-Zemplén megye";23106;23053,5
2011;"Férfi";40;"Heves megye";10191;10338
2011;"Férfi";40;"Nógrád megye";7050;7052
2011;"Férfi";40;"Hajdú-Bihar megye";18524;18715,5
2011;"Férfi";40;"Szabolcs-Szatmár-Bereg megye";19218;19294,5
2011;"Férfi";40;"Jász-Nagykun-Szolnok megye";13096;13175
2011;"Férfi";40;"Bács-Kiskun megye";18308;18441
2011;"Férfi";40;"Békés megye";12342;12357,5
2011;"Férfi";40;"Csongrád megye";14482;14651,5
2011;"Férfi";45;"Budapest";42641;43456,5
2011;"Férfi";45;"Pest megye";36408;36984
2011;"Férfi";45;"Fejér megye";12925;12890,5
2011;"Férfi";45;"Komárom-Esztergom megye";9709;9630,5
2011;"Férfi";45;"Veszprém megye";11237;11236,5
2011;"Férfi";45;"Gyõr-Moson-Sopron megye";13141;13200
2011;"Férfi";45;"Vas megye";8216;8244
2011;"Férfi";45;"Zala megye";9001;8968
2011;"Férfi";45;"Baranya megye";11910;11831
2011;"Férfi";45;"Somogy megye";9862;9849,5
2011;"Férfi";45;"Tolna megye";7154;7144
2011;"Férfi";45;"Borsod-Abaúj-Zemplén megye";21117;21089,5
2011;"Férfi";45;"Heves megye";8998;8935,5
2011;"Férfi";45;"Nógrád megye";6517;6456
2011;"Férfi";45;"Hajdú-Bihar megye";16143;16110
2011;"Férfi";45;"Szabolcs-Szatmár-Bereg megye";17222;17192
2011;"Férfi";45;"Jász-Nagykun-Szolnok megye";11426;11451,5
2011;"Férfi";45;"Bács-Kiskun megye";15944;16021
2011;"Férfi";45;"Békés megye";10829;10854
2011;"Férfi";45;"Csongrád megye";12049;12085
2011;"Férfi";50;"Budapest";43786;42787
2011;"Férfi";50;"Pest megye";36365;35717
2011;"Férfi";50;"Fejér megye";14351;14019,5
2011;"Férfi";50;"Komárom-Esztergom megye";10418;10183,5
2011;"Férfi";50;"Veszprém megye";12565;12208
2011;"Férfi";50;"Gyõr-Moson-Sopron megye";14603;14235
2011;"Férfi";50;"Vas megye";8974;8705,5
2011;"Férfi";50;"Zala megye";10544;10215
2011;"Férfi";50;"Baranya megye";13913;13595
2011;"Férfi";50;"Somogy megye";11391;11078,5
2011;"Férfi";50;"Tolna megye";8419;8130,5
2011;"Férfi";50;"Borsod-Abaúj-Zemplén megye";23148;22543,5
2011;"Férfi";50;"Heves megye";10123;9886,5
2011;"Férfi";50;"Nógrád megye";7183;7044
2011;"Férfi";50;"Hajdú-Bihar megye";17648;17231
2011;"Férfi";50;"Szabolcs-Szatmár-Bereg megye";19006;18592,5
2011;"Férfi";50;"Jász-Nagykun-Szolnok megye";12985;12549
2011;"Férfi";50;"Bács-Kiskun megye";17905;17397,5
2011;"Férfi";50;"Békés megye";12664;12143,5
2011;"Férfi";50;"Csongrád megye";13176;12767,5
2011;"Férfi";55;"Budapest";55624;55122,5
2011;"Férfi";55;"Pest megye";41310;41474
2011;"Férfi";55;"Fejér megye";15596;15700,5
2011;"Férfi";55;"Komárom-Esztergom megye";10785;10941
2011;"Férfi";55;"Veszprém megye";13236;13341,5
2011;"Férfi";55;"Gyõr-Moson-Sopron megye";15829;15908,5
2011;"Férfi";55;"Vas megye";10022;10057,5
2011;"Férfi";55;"Zala megye";11156;11287
2011;"Férfi";55;"Baranya megye";13775;13961,5
2011;"Férfi";55;"Somogy megye";12071;12202,5
2011;"Férfi";55;"Tolna megye";8910;9016,5
2011;"Férfi";55;"Borsod-Abaúj-Zemplén megye";22913;23144,5
2011;"Férfi";55;"Heves megye";10898;10976
2011;"Férfi";55;"Nógrád megye";7530;7524
2011;"Férfi";55;"Hajdú-Bihar megye";17848;18076,5
2011;"Férfi";55;"Szabolcs-Szatmár-Bereg megye";18539;18777,5
2011;"Férfi";55;"Jász-Nagykun-Szolnok megye";14154;14265,5
2011;"Férfi";55;"Bács-Kiskun megye";18404;18632
2011;"Férfi";55;"Békés megye";13691;13911
2011;"Férfi";55;"Csongrád megye";14374;14512
2011;"Férfi";60;"Budapest";45417;45300,5
2011;"Férfi";60;"Pest megye";33221;33725
2011;"Férfi";60;"Fejér megye";11864;12138
2011;"Férfi";60;"Komárom-Esztergom megye";8430;8583
2011;"Férfi";60;"Veszprém megye";10085;10305
2011;"Férfi";60;"Gyõr-Moson-Sopron megye";12646;12918,5
2011;"Férfi";60;"Vas megye";7979;8121
2011;"Férfi";60;"Zala megye";8646;8885,5
2011;"Férfi";60;"Baranya megye";10548;10727,5
2011;"Férfi";60;"Somogy megye";9836;10009
2011;"Férfi";60;"Tolna megye";6955;7107
2011;"Férfi";60;"Borsod-Abaúj-Zemplén megye";17605;17980,5
2011;"Férfi";60;"Heves megye";8826;8951,5
2011;"Férfi";60;"Nógrád megye";5819;5928
2011;"Férfi";60;"Hajdú-Bihar megye";13855;14135
2011;"Férfi";60;"Szabolcs-Szatmár-Bereg megye";14147;14497,5
2011;"Férfi";60;"Jász-Nagykun-Szolnok megye";11027;11259,5
2011;"Férfi";60;"Bács-Kiskun megye";14857;15032
2011;"Férfi";60;"Békés megye";11164;11340,5
2011;"Férfi";60;"Csongrád megye";11761;11855
2011;"Férfi";65;"Budapest";39552;39686
2011;"Férfi";65;"Pest megye";26291;26444
2011;"Férfi";65;"Fejér megye";8848;8855
2011;"Férfi";65;"Komárom-Esztergom megye";6720;6635
2011;"Férfi";65;"Veszprém megye";8092;8041
2011;"Férfi";65;"Gyõr-Moson-Sopron megye";9791;9833,5
2011;"Férfi";65;"Vas megye";5893;5938,5
2011;"Férfi";65;"Zala megye";6518;6534
2011;"Férfi";65;"Baranya megye";8120;8090
2011;"Férfi";65;"Somogy megye";7307;7309,5
2011;"Férfi";65;"Tolna megye";5095;5094
2011;"Férfi";65;"Borsod-Abaúj-Zemplén megye";13643;13427
2011;"Férfi";65;"Heves megye";6835;6816,5
2011;"Férfi";65;"Nógrád megye";4737;4640
2011;"Férfi";65;"Hajdú-Bihar megye";10252;10283,5
2011;"Férfi";65;"Szabolcs-Szatmár-Bereg megye";8889;9024,5
2011;"Férfi";65;"Jász-Nagykun-Szolnok megye";8498;8441
2011;"Férfi";65;"Bács-Kiskun megye";11495;11533,5
2011;"Férfi";65;"Békés megye";8433;8354
2011;"Férfi";65;"Csongrád megye";9523;9532,5
2011;"Férfi";70;"Budapest";27768;28288
2011;"Férfi";70;"Pest megye";17317;17788,5
2011;"Férfi";70;"Fejér megye";6402;6477,5
2011;"Férfi";70;"Komárom-Esztergom megye";5048;5077
2011;"Férfi";70;"Veszprém megye";5956;6141
2011;"Férfi";70;"Gyõr-Moson-Sopron megye";6718;6869
2011;"Férfi";70;"Vas megye";4253;4355,5
2011;"Férfi";70;"Zala megye";4913;4942
2011;"Férfi";70;"Baranya megye";6706;6726
2011;"Férfi";70;"Somogy megye";5183;5350,5
2011;"Férfi";70;"Tolna megye";3949;3933
2011;"Férfi";70;"Borsod-Abaúj-Zemplén megye";10773;10795,5
2011;"Férfi";70;"Heves megye";5144;5152
2011;"Férfi";70;"Nógrád megye";3637;3659,5
2011;"Férfi";70;"Hajdú-Bihar megye";8037;8084,5
2011;"Férfi";70;"Szabolcs-Szatmár-Bereg megye";7109;7093
2011;"Férfi";70;"Jász-Nagykun-Szolnok megye";6833;6819,5
2011;"Férfi";70;"Bács-Kiskun megye";8416;8448
2011;"Férfi";70;"Békés megye";6609;6588,5
2011;"Férfi";70;"Csongrád megye";7002;7102,5
2011;"Férfi";75;"Budapest";21838;21566,5
2011;"Férfi";75;"Pest megye";11944;11891,5
2011;"Férfi";75;"Fejér megye";5028;4980,5
2011;"Férfi";75;"Komárom-Esztergom megye";3473;3470,5
2011;"Férfi";75;"Veszprém megye";4501;4418
2011;"Férfi";75;"Gyõr-Moson-Sopron megye";4966;4873,5
2011;"Férfi";75;"Vas megye";3012;2927
2011;"Férfi";75;"Zala megye";3680;3686,5
2011;"Férfi";75;"Baranya megye";4770;4766
2011;"Férfi";75;"Somogy megye";3769;3689,5
2011;"Férfi";75;"Tolna megye";2919;2919,5
2011;"Férfi";75;"Borsod-Abaúj-Zemplén megye";7927;7902,5
2011;"Férfi";75;"Heves megye";4042;3999,5
2011;"Férfi";75;"Nógrád megye";2611;2590
2011;"Férfi";75;"Hajdú-Bihar megye";5874;5819,5
2011;"Férfi";75;"Szabolcs-Szatmár-Bereg megye";5410;5330
2011;"Férfi";75;"Jász-Nagykun-Szolnok megye";5096;5063,5
2011;"Férfi";75;"Bács-Kiskun megye";6360;6302
2011;"Férfi";75;"Békés megye";5142;5156
2011;"Férfi";75;"Csongrád megye";5198;5170
2011;"Férfi";80;"Budapest";16067;16109,5
2011;"Férfi";80;"Pest megye";7158;7245
2011;"Férfi";80;"Fejér megye";2970;3013
2011;"Férfi";80;"Komárom-Esztergom megye";1920;1948
2011;"Férfi";80;"Veszprém megye";2749;2769
2011;"Férfi";80;"Gyõr-Moson-Sopron megye";3343;3342,5
2011;"Férfi";80;"Vas megye";1910;1935,5
2011;"Férfi";80;"Zala megye";2386;2369
2011;"Férfi";80;"Baranya megye";2913;2959,5
2011;"Férfi";80;"Somogy megye";2314;2333,5
2011;"Férfi";80;"Tolna megye";1741;1756,5
2011;"Férfi";80;"Borsod-Abaúj-Zemplén megye";4655;4669,5
2011;"Férfi";80;"Heves megye";2346;2352
2011;"Férfi";80;"Nógrád megye";1470;1454,5
2011;"Férfi";80;"Hajdú-Bihar megye";3516;3561
2011;"Férfi";80;"Szabolcs-Szatmár-Bereg megye";3245;3289
2011;"Férfi";80;"Jász-Nagykun-Szolnok megye";3098;3104,5
2011;"Férfi";80;"Bács-Kiskun megye";4154;4177,5
2011;"Férfi";80;"Békés megye";3210;3203,5
2011;"Férfi";80;"Csongrád megye";3306;3324
2011;"Férfi";85;"Budapest";11139;11311,5
2011;"Férfi";85;"Pest megye";4364;4524
2011;"Férfi";85;"Fejér megye";1603;1647,5
2011;"Férfi";85;"Komárom-Esztergom megye";1133;1175,5
2011;"Férfi";85;"Veszprém megye";1550;1593
2011;"Férfi";85;"Gyõr-Moson-Sopron megye";2075;2101,5
2011;"Férfi";85;"Vas megye";1236;1256
2011;"Férfi";85;"Zala megye";1489;1534,5
2011;"Férfi";85;"Baranya megye";1634;1660
2011;"Férfi";85;"Somogy megye";1397;1425,5
2011;"Férfi";85;"Tolna megye";1161;1190
2011;"Férfi";85;"Borsod-Abaúj-Zemplén megye";2738;2775,5
2011;"Férfi";85;"Heves megye";1368;1389
2011;"Férfi";85;"Nógrád megye";865;876
2011;"Férfi";85;"Hajdú-Bihar megye";2352;2395,5
2011;"Férfi";85;"Szabolcs-Szatmár-Bereg megye";1931;1986,5
2011;"Férfi";85;"Jász-Nagykun-Szolnok megye";2035;2066,5
2011;"Férfi";85;"Bács-Kiskun megye";2435;2488
2011;"Férfi";85;"Békés megye";2438;2458,5
2011;"Férfi";85;"Csongrád megye";2187;2212,5
2011;"Nõ";0;"Budapest";41583;41576,5
2011;"Nõ";0;"Pest megye";33990;33479,5
2011;"Nõ";0;"Fejér megye";9983;9830
2011;"Nõ";0;"Komárom-Esztergom megye";7247;7214,5
2011;"Nõ";0;"Veszprém megye";7763;7670,5
2011;"Nõ";0;"Gyõr-Moson-Sopron megye";10833;10662,5
2011;"Nõ";0;"Vas megye";5322;5231
2011;"Nõ";0;"Zala megye";5890;5771
2011;"Nõ";0;"Baranya megye";8654;8566
2011;"Nõ";0;"Somogy megye";6655;6546,5
2011;"Nõ";0;"Tolna megye";4843;4787
2011;"Nõ";0;"Borsod-Abaúj-Zemplén megye";17135;16837,5
2011;"Nõ";0;"Heves megye";6867;6768,5
2011;"Nõ";0;"Nógrád megye";4314;4212
2011;"Nõ";0;"Hajdú-Bihar megye";12982;12779
2011;"Nõ";0;"Szabolcs-Szatmár-Bereg megye";14375;14075,5
2011;"Nõ";0;"Jász-Nagykun-Szolnok megye";8779;8588
2011;"Nõ";0;"Bács-Kiskun megye";11963;11792
2011;"Nõ";0;"Békés megye";6983;6914
2011;"Nõ";0;"Csongrád megye";9186;9023,5
2011;"Nõ";5;"Budapest";35611;36433,5
2011;"Nõ";5;"Pest megye";33541;34009
2011;"Nõ";5;"Fejér megye";10073;10121,5
2011;"Nõ";5;"Komárom-Esztergom megye";7281;7278
2011;"Nõ";5;"Veszprém megye";7952;8013,5
2011;"Nõ";5;"Gyõr-Moson-Sopron megye";10541;10752,5
2011;"Nõ";5;"Vas megye";5587;5571,5
2011;"Nõ";5;"Zala megye";5735;5740,5
2011;"Nõ";5;"Baranya megye";8733;8734
2011;"Nõ";5;"Somogy megye";7319;7286
2011;"Nõ";5;"Tolna megye";5073;5046,5
2011;"Nõ";5;"Borsod-Abaúj-Zemplén megye";17193;17152,5
2011;"Nõ";5;"Heves megye";7204;7144
2011;"Nõ";5;"Nógrád megye";4743;4697
2011;"Nõ";5;"Hajdú-Bihar megye";13655;13582
2011;"Nõ";5;"Szabolcs-Szatmár-Bereg megye";15230;15096,5
2011;"Nõ";5;"Jász-Nagykun-Szolnok megye";9169;9108
2011;"Nõ";5;"Bács-Kiskun megye";12059;12126,5
2011;"Nõ";5;"Békés megye";7906;7791,5
2011;"Nõ";5;"Csongrád megye";9373;9384,5
2011;"Nõ";10;"Budapest";31179;31373,5
2011;"Nõ";10;"Pest megye";32626;32627
2011;"Nõ";10;"Fejér megye";10113;10008,5
2011;"Nõ";10;"Komárom-Esztergom megye";7516;7461,5
2011;"Nõ";10;"Veszprém megye";8165;8051,5
2011;"Nõ";10;"Gyõr-Moson-Sopron megye";10275;10251,5
2011;"Nõ";10;"Vas megye";5918;5853
2011;"Nõ";10;"Zala megye";6094;6030,5
2011;"Nõ";10;"Baranya megye";9062;8979
2011;"Nõ";10;"Somogy megye";7919;7849
2011;"Nõ";10;"Tolna megye";5579;5479
2011;"Nõ";10;"Borsod-Abaúj-Zemplén megye";19576;19250,5
2011;"Nõ";10;"Heves megye";7660;7668
2011;"Nõ";10;"Nógrád megye";5189;5122,5
2011;"Nõ";10;"Hajdú-Bihar megye";14368;14281
2011;"Nõ";10;"Szabolcs-Szatmár-Bereg megye";17279;16979,5
2011;"Nõ";10;"Jász-Nagykun-Szolnok megye";10017;9912
2011;"Nõ";10;"Bács-Kiskun megye";13039;12843
2011;"Nõ";10;"Békés megye";9016;8817
2011;"Nõ";10;"Csongrád megye";9709;9603,5
2011;"Nõ";15;"Budapest";38352;37657
2011;"Nõ";15;"Pest megye";36407;36018
2011;"Nõ";15;"Fejér megye";12824;12538,5
2011;"Nõ";15;"Komárom-Esztergom megye";8981;8835,5
2011;"Nõ";15;"Veszprém megye";10484;10201
2011;"Nõ";15;"Gyõr-Moson-Sopron megye";12644;12512
2011;"Nõ";15;"Vas megye";7533;7384
2011;"Nõ";15;"Zala megye";7846;7652
2011;"Nõ";15;"Baranya megye";11400;11165,5
2011;"Nõ";15;"Somogy megye";9369;9161
2011;"Nõ";15;"Tolna megye";6512;6368
2011;"Nõ";15;"Borsod-Abaúj-Zemplén megye";22603;22208,5
2011;"Nõ";15;"Heves megye";9408;9201
2011;"Nõ";15;"Nógrád megye";5857;5719
2011;"Nõ";15;"Hajdú-Bihar megye";17799;17449
2011;"Nõ";15;"Szabolcs-Szatmár-Bereg megye";18858;18716
2011;"Nõ";15;"Jász-Nagykun-Szolnok megye";11679;11424
2011;"Nõ";15;"Bács-Kiskun megye";15816;15513
2011;"Nõ";15;"Békés megye";10990;10743
2011;"Nõ";15;"Csongrád megye";12206;11926,5
2011;"Nõ";20;"Budapest";53705;53257
2011;"Nõ";20;"Pest megye";36469;36683,5
2011;"Nõ";20;"Fejér megye";13096;13192,5
2011;"Nõ";20;"Komárom-Esztergom megye";9541;9469
2011;"Nõ";20;"Veszprém megye";11388;11400
2011;"Nõ";20;"Gyõr-Moson-Sopron megye";14136;14019
2011;"Nõ";20;"Vas megye";7236;7282,5
2011;"Nõ";20;"Zala megye";8518;8426
2011;"Nõ";20;"Baranya megye";12876;12826,5
2011;"Nõ";20;"Somogy megye";9731;9768
2011;"Nõ";20;"Tolna megye";6947;6870,5
2011;"Nõ";20;"Borsod-Abaúj-Zemplén megye";22795;22699,5
2011;"Nõ";20;"Heves megye";9601;9520
2011;"Nõ";20;"Nógrád megye";5932;5891,5
2011;"Nõ";20;"Hajdú-Bihar megye";19319;19165
2011;"Nõ";20;"Szabolcs-Szatmár-Bereg megye";19185;19043
2011;"Nõ";20;"Jász-Nagykun-Szolnok megye";12083;12027
2011;"Nõ";20;"Bács-Kiskun megye";16350;16375,5
2011;"Nõ";20;"Békés megye";11143;11099,5
2011;"Nõ";20;"Csongrád megye";14324;14226
2011;"Nõ";25;"Budapest";68147;67513
2011;"Nõ";25;"Pest megye";39211;38753
2011;"Nõ";25;"Fejér megye";14000;13808
2011;"Nõ";25;"Komárom-Esztergom megye";10583;10462
2011;"Nõ";25;"Veszprém megye";11824;11608
2011;"Nõ";25;"Gyõr-Moson-Sopron megye";15988;15861
2011;"Nõ";25;"Vas megye";8077;7992,5
2011;"Nõ";25;"Zala megye";8918;8819,5
2011;"Nõ";25;"Baranya megye";13841;13591
2011;"Nõ";25;"Somogy megye";9598;9574,5
2011;"Nõ";25;"Tolna megye";6898;6942
2011;"Nõ";25;"Borsod-Abaúj-Zemplén megye";21653;21691
2011;"Nõ";25;"Heves megye";9427;9395
2011;"Nõ";25;"Nógrád megye";5816;5792
2011;"Nõ";25;"Hajdú-Bihar megye";18825;18868
2011;"Nõ";25;"Szabolcs-Szatmár-Bereg megye";18353;18411
2011;"Nõ";25;"Jász-Nagykun-Szolnok megye";12046;11993
2011;"Nõ";25;"Bács-Kiskun megye";16834;16701,5
2011;"Nõ";25;"Békés megye";10850;10839
2011;"Nõ";25;"Csongrád megye";14967;14804
2011;"Nõ";30;"Budapest";89556;88211
2011;"Nõ";30;"Pest megye";53667;52388,5
2011;"Nõ";30;"Fejér megye";16997;16621,5
2011;"Nõ";30;"Komárom-Esztergom megye";12453;12193,5
2011;"Nõ";30;"Veszprém megye";13236;13068
2011;"Nõ";30;"Gyõr-Moson-Sopron megye";19576;19380,5
2011;"Nõ";30;"Vas megye";9996;9801
2011;"Nõ";30;"Zala megye";10385;10162,5
2011;"Nõ";30;"Baranya megye";15239;15060
2011;"Nõ";30;"Somogy megye";11239;10978
2011;"Nõ";30;"Tolna megye";7681;7464
2011;"Nõ";30;"Borsod-Abaúj-Zemplén megye";22357;21967,5
2011;"Nõ";30;"Heves megye";11148;10908,5
2011;"Nõ";30;"Nógrád megye";6403;6247
2011;"Nõ";30;"Hajdú-Bihar megye";20897;20634
2011;"Nõ";30;"Szabolcs-Szatmár-Bereg megye";19685;19279,5
2011;"Nõ";30;"Jász-Nagykun-Szolnok megye";13457;13268
2011;"Nõ";30;"Bács-Kiskun megye";18917;18634,5
2011;"Nõ";30;"Békés megye";11749;11431,5
2011;"Nõ";30;"Csongrád megye";16981;16723
2011;"Nõ";35;"Budapest";77674;80686,5
2011;"Nõ";35;"Pest megye";54956;56272
2011;"Nõ";35;"Fejér megye";16139;16646,5
2011;"Nõ";35;"Komárom-Esztergom megye";11830;12159,5
2011;"Nõ";35;"Veszprém megye";12891;13119
2011;"Nõ";35;"Gyõr-Moson-Sopron megye";17854;18406
2011;"Nõ";35;"Vas megye";9882;10008,5
2011;"Nõ";35;"Zala megye";10507;10597
2011;"Nõ";35;"Baranya megye";14506;14709
2011;"Nõ";35;"Somogy megye";11458;11567
2011;"Nõ";35;"Tolna megye";8268;8363,5
2011;"Nõ";35;"Borsod-Abaúj-Zemplén megye";22754;22846,5
2011;"Nõ";35;"Heves megye";10920;11053
2011;"Nõ";35;"Nógrád megye";6769;6815,5
2011;"Nõ";35;"Hajdú-Bihar megye";19984;20247
2011;"Nõ";35;"Szabolcs-Szatmár-Bereg megye";20788;20931,5
2011;"Nõ";35;"Jász-Nagykun-Szolnok megye";13198;13340,5
2011;"Nõ";35;"Bács-Kiskun megye";19306;19534
2011;"Nõ";35;"Békés megye";12421;12597,5
2011;"Nõ";35;"Csongrád megye";15969;16245
2011;"Nõ";40;"Budapest";61191;62561,5
2011;"Nõ";40;"Pest megye";46615;47747
2011;"Nõ";40;"Fejér megye";14815;14884
2011;"Nõ";40;"Komárom-Esztergom megye";10686;10732
2011;"Nõ";40;"Veszprém megye";12010;12000,5
2011;"Nõ";40;"Gyõr-Moson-Sopron megye";15264;15521
2011;"Nõ";40;"Vas megye";9069;9187
2011;"Nõ";40;"Zala megye";9789;9874
2011;"Nõ";40;"Baranya megye";13172;13265
2011;"Nõ";40;"Somogy megye";10598;10661,5
2011;"Nõ";40;"Tolna megye";8085;8090
2011;"Nõ";40;"Borsod-Abaúj-Zemplén megye";23021;22909,5
2011;"Nõ";40;"Heves megye";10005;10076,5
2011;"Nõ";40;"Nógrád megye";6901;6832,5
2011;"Nõ";40;"Hajdú-Bihar megye";18686;18760
2011;"Nõ";40;"Szabolcs-Szatmár-Bereg megye";19046;19121,5
2011;"Nõ";40;"Jász-Nagykun-Szolnok megye";12734;12741
2011;"Nõ";40;"Bács-Kiskun megye";17771;17874
2011;"Nõ";40;"Békés megye";12341;12261,5
2011;"Nõ";40;"Csongrád megye";14259;14406,5
2011;"Nõ";45;"Budapest";47494;48044,5
2011;"Nõ";45;"Pest megye";36106;36444,5
2011;"Nõ";45;"Fejér megye";12747;12666
2011;"Nõ";45;"Komárom-Esztergom megye";9775;9726
2011;"Nõ";45;"Veszprém megye";11193;11128,5
2011;"Nõ";45;"Gyõr-Moson-Sopron megye";13163;13239,5
2011;"Nõ";45;"Vas megye";8094;8062
2011;"Nõ";45;"Zala megye";9377;9263,5
2011;"Nõ";45;"Baranya megye";12537;12423,5
2011;"Nõ";45;"Somogy megye";9827;9800,5
2011;"Nõ";45;"Tolna megye";7373;7327
2011;"Nõ";45;"Borsod-Abaúj-Zemplén megye";22152;21945
2011;"Nõ";45;"Heves megye";9132;9081,5
2011;"Nõ";45;"Nógrád megye";6577;6504,5
2011;"Nõ";45;"Hajdú-Bihar megye";16520;16483
2011;"Nõ";45;"Szabolcs-Szatmár-Bereg megye";17541;17467,5
2011;"Nõ";45;"Jász-Nagykun-Szolnok megye";11747;11700,5
2011;"Nõ";45;"Bács-Kiskun megye";16337;16257
2011;"Nõ";45;"Békés megye";11098;11085,5
2011;"Nõ";45;"Csongrád megye";12572;12607
2011;"Nõ";50;"Budapest";53140;51557
2011;"Nõ";50;"Pest megye";39015;38239,5
2011;"Nõ";50;"Fejér megye";15518;15103,5
2011;"Nõ";50;"Komárom-Esztergom megye";11029;10721
2011;"Nõ";50;"Veszprém megye";13191;12828,5
2011;"Nõ";50;"Gyõr-Moson-Sopron megye";15540;15063
2011;"Nõ";50;"Vas megye";9432;9195,5
2011;"Nõ";50;"Zala megye";11418;11124,5
2011;"Nõ";50;"Baranya megye";14926;14545
2011;"Nõ";50;"Somogy megye";12076;11692,5
2011;"Nõ";50;"Tolna megye";9046;8771
2011;"Nõ";50;"Borsod-Abaúj-Zemplén megye";25393;24765
2011;"Nõ";50;"Heves megye";11450;11078
2011;"Nõ";50;"Nógrád megye";7547;7365,5
2011;"Nõ";50;"Hajdú-Bihar megye";19381;18927
2011;"Nõ";50;"Szabolcs-Szatmár-Bereg megye";20790;20260
2011;"Nõ";50;"Jász-Nagykun-Szolnok megye";14134;13589
2011;"Nõ";50;"Bács-Kiskun megye";19586;18955,5
2011;"Nõ";50;"Békés megye";13610;13078,5
2011;"Nõ";50;"Csongrád megye";14827;14258
2011;"Nõ";55;"Budapest";72706;72153
2011;"Nõ";55;"Pest megye";46795;46736,5
2011;"Nõ";55;"Fejér megye";17113;17305,5
2011;"Nõ";55;"Komárom-Esztergom megye";12565;12676,5
2011;"Nõ";55;"Veszprém megye";14742;14879
2011;"Nõ";55;"Gyõr-Moson-Sopron megye";17889;18019
2011;"Nõ";55;"Vas megye";11242;11153,5
2011;"Nõ";55;"Zala megye";12483;12668
2011;"Nõ";55;"Baranya megye";15978;16124,5
2011;"Nõ";55;"Somogy megye";13776;13817,5
2011;"Nõ";55;"Tolna megye";10024;10076,5
2011;"Nõ";55;"Borsod-Abaúj-Zemplén megye";26821;27101,5
2011;"Nõ";55;"Heves megye";13130;13180
2011;"Nõ";55;"Nógrád megye";8505;8521
2011;"Nõ";55;"Hajdú-Bihar megye";20416;20576
