"A továbbszámított népesség száma megyék és a település jogállása szerint"
"Magyaroszág lakónépessége"



" ";"Mutatók";
"Idõszak";"Nem";"Korév";"Terület";"Népesség száma január 1-jén (fõ)";"Évközepi népesség száma (fõ)";
"";"";"";"Tolna megye";"8563";"8383,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"21673";"21505,0";
"";"";"";"Heves megye";"10326";"10144,0";
"";"";"";"Nógrád megye";"6956";"6880,0";
"";"";"";"Hajdú-Bihar megye";"17448";"17352,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"18214";"18162,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"13420";"13139,5";
"";"";"";"Bács-Kiskun megye";"17593";"17433,5";
"";"";"";"Békés megye";"13288";"13059,5";
"";"";"";"Csongrád megye";"13643";"13392,5";
"";"";"65 - 69 éves";"Budapest";"42170";"43051,5";
"";"";"";"Pest megye";"31291";"31782,0";
"";"";"";"Fejér megye";"11432";"11567,0";
"";"";"";"Komárom-Esztergom megye";"7565";"7693,5";
"";"";"";"Veszprém megye";"9614";"9784,0";
"";"";"";"Gyõr-Moson-Sopron megye";"11802";"11964,5";
"";"";"";"Vas megye";"7525";"7583,5";
"";"";"";"Zala megye";"8510";"8593,5";
"";"";"";"Baranya megye";"9898";"10027,0";
"";"";"";"Somogy megye";"9409";"9495,5";
"";"";"";"Tolna megye";"6508";"6598,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"16145";"16362,5";
"";"";"";"Heves megye";"8230";"8315,5";
"";"";"";"Nógrád megye";"5454";"5543,0";
"";"";"";"Hajdú-Bihar megye";"13484";"13518,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"13903";"13995,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"10376";"10548,5";
"";"";"";"Bács-Kiskun megye";"13843";"13938,5";
"";"";"";"Békés megye";"10261";"10334,0";
"";"";"";"Csongrád megye";"10804";"10921,0";
"";"";"70 - 74 éves";"Budapest";"35988";"35941,0";
"";"";"";"Pest megye";"23205";"23527,0";
"";"";"";"Fejér megye";"7676";"7898,5";
"";"";"";"Komárom-Esztergom megye";"5549";"5599,5";
"";"";"";"Veszprém megye";"6997";"7083,5";
"";"";"";"Gyõr-Moson-Sopron megye";"8746";"8874,0";
"";"";"";"Vas megye";"5054";"5157,0";
"";"";"";"Zala megye";"5729";"5864,5";
"";"";"";"Baranya megye";"6935";"7048,0";
"";"";"";"Somogy megye";"6274";"6438,5";
"";"";"";"Tolna megye";"4354";"4484,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"10729";"10850,0";
"";"";"";"Heves megye";"5841";"5921,5";
"";"";"";"Nógrád megye";"3740";"3795,0";
"";"";"";"Hajdú-Bihar megye";"9095";"9268,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"8297";"8603,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"7121";"7241,0";
"";"";"";"Bács-Kiskun megye";"10118";"10238,0";
"";"";"";"Békés megye";"7116";"7214,5";
"";"";"";"Csongrád megye";"8237";"8277,5";
"";"";"75 - 79 éves";"Budapest";"25136";"25765,0";
"";"";"";"Pest megye";"14949";"15425,0";
"";"";"";"Fejér megye";"5158";"5195,5";
"";"";"";"Komárom-Esztergom megye";"3944";"3983,0";
"";"";"";"Veszprém megye";"5034";"5066,0";
"";"";"";"Gyõr-Moson-Sopron megye";"5850";"5936,5";
"";"";"";"Vas megye";"3468";"3490,0";
"";"";"";"Zala megye";"4018";"3993,5";
"";"";"";"Baranya megye";"5227";"5231,5";
"";"";"";"Somogy megye";"4283";"4288,0";
"";"";"";"Tolna megye";"3063";"3033,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"7931";"7949,5";
"";"";"";"Heves megye";"4035";"4061,5";
"";"";"";"Nógrád megye";"2784";"2784,0";
"";"";"";"Hajdú-Bihar megye";"6490";"6563,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"5232";"5276,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"5163";"5206,0";
"";"";"";"Bács-Kiskun megye";"6677";"6823,5";
"";"";"";"Békés megye";"5021";"5069,0";
"";"";"";"Csongrád megye";"5794";"5892,0";
"";"";"80 - 84 éves";"Budapest";"14534";"14624,5";
"";"";"";"Pest megye";"7723";"7864,0";
"";"";"";"Fejér megye";"3021";"3022,0";
"";"";"";"Komárom-Esztergom megye";"2163";"2190,0";
"";"";"";"Veszprém megye";"2763";"2784,5";
"";"";"";"Gyõr-Moson-Sopron megye";"3132";"3129,5";
"";"";"";"Vas megye";"1805";"1837,5";
"";"";"";"Zala megye";"2175";"2164,0";
"";"";"";"Baranya megye";"3127";"3135,0";
"";"";"";"Somogy megye";"2213";"2224,5";
"";"";"";"Tolna megye";"1789";"1798,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"4642";"4622,5";
"";"";"";"Heves megye";"2453";"2424,0";
"";"";"";"Nógrád megye";"1523";"1525,5";
"";"";"";"Hajdú-Bihar megye";"3898";"3904,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"3059";"3053,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"3109";"3113,5";
"";"";"";"Bács-Kiskun megye";"3948";"3909,0";
"";"";"";"Békés megye";"3049";"3045,5";
"";"";"";"Csongrád megye";"3274";"3304,5";
"";"";"85 - X  éves";"Budapest";"12354";"12476,5";
"";"";"";"Pest megye";"5090";"5192,5";
"";"";"";"Fejér megye";"2003";"2010,5";
"";"";"";"Komárom-Esztergom megye";"1260";"1302,5";
"";"";"";"Veszprém megye";"1865";"1884,0";
"";"";"";"Gyõr-Moson-Sopron megye";"2162";"2186,0";
"";"";"";"Vas megye";"1357";"1366,0";
"";"";"";"Zala megye";"1562";"1581,0";
"";"";"";"Baranya megye";"2050";"2080,5";
"";"";"";"Somogy megye";"1666";"1687,5";
"";"";"";"Tolna megye";"1150";"1165,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"2822";"2858,0";
"";"";"";"Heves megye";"1612";"1638,0";
"";"";"";"Nógrád megye";"926";"929,0";
"";"";"";"Hajdú-Bihar megye";"2717";"2750,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"2062";"2094,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"2174";"2186,5";
"";"";"";"Bács-Kiskun megye";"2764";"2817,0";
"";"";"";"Békés megye";"2207";"2216,0";
"";"";"";"Csongrád megye";"2386";"2409,0";
"";"Nõ";"0 -  4 éves";"Budapest";"39577";"39150,5";
"";"";"";"Pest megye";"32640";"33139,5";
"";"";"";"Fejér megye";"9682";"9683,5";
"";"";"";"Komárom-Esztergom megye";"7091";"7115,5";
"";"";"";"Veszprém megye";"7498";"7514,5";
"";"";"";"Gyõr-Moson-Sopron megye";"10972";"11148,0";
"";"";"";"Vas megye";"5277";"5338,0";
"";"";"";"Zala megye";"5179";"5189,0";
"";"";"";"Baranya megye";"7701";"7684,5";
"";"";"";"Somogy megye";"6412";"6426,0";
"";"";"";"Tolna megye";"4860";"4861,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"16607";"16745,5";
"";"";"";"Heves megye";"6562";"6619,0";
"";"";"";"Nógrád megye";"4074";"4107,5";
"";"";"";"Hajdú-Bihar megye";"12940";"13090,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"14087";"14064,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"8645";"8697,5";
"";"";"";"Bács-Kiskun megye";"11441";"11481,0";
"";"";"";"Békés megye";"6669";"6700,5";
"";"";"";"Csongrád megye";"8534";"8503,0";
"";"";"5 - 9  éves";"Budapest";"39830";"39460,0";
"";"";"";"Pest megye";"34856";"34744,5";
"";"";"";"Fejér megye";"9594";"9557,0";
"";"";"";"Komárom-Esztergom megye";"6955";"6918,5";
"";"";"";"Veszprém megye";"7666";"7545,0";
"";"";"";"Gyõr-Moson-Sopron megye";"11117";"11073,0";
"";"";"";"Vas megye";"5315";"5274,5";
"";"";"";"Zala megye";"5642";"5530,5";
"";"";"";"Baranya megye";"8019";"7888,5";
"";"";"";"Somogy megye";"6417";"6326,5";
"";"";"";"Tolna megye";"4748";"4731,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"15921";"15691,5";
"";"";"";"Heves megye";"6677";"6522,5";
"";"";"";"Nógrád megye";"4039";"3958,5";
"";"";"";"Hajdú-Bihar megye";"12252";"12092,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"13654";"13441,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"8327";"8260,0";
"";"";"";"Bács-Kiskun megye";"11507";"11389,5";
"";"";"";"Békés megye";"6857";"6741,5";
"";"";"";"Csongrád megye";"8643";"8518,5";
"";"";"10 - 14 éves";"Budapest";"35505";"36015,5";
"";"";"";"Pest megye";"35231";"35750,5";
"";"";"";"Fejér megye";"10274";"10358,0";
"";"";"";"Komárom-Esztergom megye";"7139";"7250,0";
"";"";"";"Veszprém megye";"8182";"8251,0";
"";"";"";"Gyõr-Moson-Sopron megye";"11321";"11454,5";
"";"";"";"Vas megye";"5710";"5767,0";
"";"";"";"Zala megye";"6103";"6157,5";
"";"";"";"Baranya megye";"8565";"8603,0";
"";"";"";"Somogy megye";"7321";"7302,0";
"";"";"";"Tolna megye";"5138";"5119,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"17204";"17181,5";
"";"";"";"Heves megye";"7235";"7278,0";
"";"";"";"Nógrád megye";"4699";"4655,5";
"";"";"";"Hajdú-Bihar megye";"13459";"13431,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"15542";"15484,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"9281";"9274,0";
"";"";"";"Bács-Kiskun megye";"12372";"12464,0";
"";"";"";"Békés megye";"7818";"7776,0";
"";"";"";"Csongrád megye";"9342";"9359,5";
"";"";"15 - 19 éves";"Budapest";"33835";"34083,0";
"";"";"";"Pest megye";"32357";"32640,5";
"";"";"";"Fejér megye";"9769";"9757,0";
"";"";"";"Komárom-Esztergom megye";"7233";"7162,0";
"";"";"";"Veszprém megye";"7839";"7858,0";
"";"";"";"Gyõr-Moson-Sopron megye";"10828";"10902,5";
"";"";"";"Vas megye";"5920";"5917,5";
"";"";"";"Zala megye";"5894";"5844,5";
"";"";"";"Baranya megye";"9131";"9031,0";
"";"";"";"Somogy megye";"7505";"7417,0";
"";"";"";"Tolna megye";"5109";"5080,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"18109";"17847,0";
"";"";"";"Heves megye";"7894";"7841,5";
"";"";"";"Nógrád megye";"4857";"4848,0";
"";"";"";"Hajdú-Bihar megye";"14854";"14759,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"16413";"16134,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"9516";"9414,0";
"";"";"";"Bács-Kiskun megye";"12568";"12507,0";
"";"";"";"Békés megye";"8555";"8457,0";
"";"";"";"Csongrád megye";"9642";"9666,5";
"";"";"20 - 24 éves";"Budapest";"48229";"47684,5";
"";"";"";"Pest megye";"34678";"34166,5";
"";"";"";"Fejér megye";"11439";"11214,5";
"";"";"";"Komárom-Esztergom megye";"8282";"8216,0";
"";"";"";"Veszprém megye";"9584";"9403,0";
"";"";"";"Gyõr-Moson-Sopron megye";"12932";"12706,0";
"";"";"";"Vas megye";"6925";"6804,5";
"";"";"";"Zala megye";"6714";"6548,5";
"";"";"";"Baranya megye";"11495";"11311,5";
"";"";"";"Somogy megye";"8637";"8420,5";
"";"";"";"Tolna megye";"5706";"5548,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"20261";"19957,0";
"";"";"";"Heves megye";"8367";"8284,0";
"";"";"";"Nógrád megye";"5290";"5241,5";
"";"";"";"Hajdú-Bihar megye";"16882";"16714,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"18362";"18019,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"10870";"10700,0";
"";"";"";"Bács-Kiskun megye";"14182";"13840,5";
"";"";"";"Békés megye";"9494";"9323,0";
"";"";"";"Csongrád megye";"12637";"12510,5";
"";"";"25 - 29 éves";"Budapest";"63590";"64007,5";
"";"";"";"Pest megye";"36498";"36872,5";
"";"";"";"Fejér megye";"12814";"12808,5";
"";"";"";"Komárom-Esztergom megye";"9052";"9113,0";
"";"";"";"Veszprém megye";"9444";"9476,0";
"";"";"";"Gyõr-Moson-Sopron megye";"15177";"15311,0";
"";"";"";"Vas megye";"7266";"7376,5";
"";"";"";"Zala megye";"6694";"6600,5";
"";"";"";"Baranya megye";"11212";"11188,0";
"";"";"";"Somogy megye";"8261";"8334,5";
"";"";"";"Tolna megye";"6203";"6185,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"20108";"20039,0";
"";"";"";"Heves megye";"8120";"8068,0";
"";"";"";"Nógrád megye";"5401";"5357,5";
"";"";"";"Hajdú-Bihar megye";"17341";"17262,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"17191";"17139,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"11049";"11043,0";
"";"";"";"Bács-Kiskun megye";"14703";"14667,5";
"";"";"";"Békés megye";"8984";"9010,5";
"";"";"";"Csongrád megye";"13233";"13264,5";
"";"";"30 - 34 éves";"Budapest";"66218";"66128,0";
"";"";"";"Pest megye";"38167";"38518,5";
"";"";"";"Fejér megye";"11975";"12101,0";
"";"";"";"Komárom-Esztergom megye";"9098";"9109,5";
"";"";"";"Veszprém megye";"9294";"9238,0";
"";"";"";"Gyõr-Moson-Sopron megye";"14725";"14907,5";
"";"";"";"Vas megye";"7259";"7219,5";
"";"";"";"Zala megye";"7006";"6956,0";
"";"";"";"Baranya megye";"9788";"9766,5";
"";"";"";"Somogy megye";"7975";"7917,0";
"";"";"";"Tolna megye";"6021";"5999,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"18377";"18333,5";
"";"";"";"Heves megye";"8006";"8042,5";
"";"";"";"Nógrád megye";"5104";"5091,5";
"";"";"";"Hajdú-Bihar megye";"15789";"15865,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"16714";"16601,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"10115";"10120,5";
"";"";"";"Bács-Kiskun megye";"14247";"14230,0";
"";"";"";"Békés megye";"8871";"8782,0";
"";"";"";"Csongrád megye";"11485";"11533,5";
"";"";"35 - 39 éves";"Budapest";"74835";"72979,0";
"";"";"";"Pest megye";"49083";"48219,0";
"";"";"";"Fejér megye";"15425";"14933,5";
"";"";"";"Komárom-Esztergom megye";"10707";"10510,0";
"";"";"";"Veszprém megye";"11954";"11654,0";
"";"";"";"Gyõr-Moson-Sopron megye";"18081";"17742,0";
"";"";"";"Vas megye";"9335";"9108,5";
"";"";"";"Zala megye";"9253";"8929,0";
"";"";"";"Baranya megye";"11886";"11504,5";
"";"";"";"Somogy megye";"9999";"9668,0";
"";"";"";"Tolna megye";"7033";"6808,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"20306";"19790,0";
"";"";"";"Heves megye";"9836";"9553,0";
"";"";"";"Nógrád megye";"5821";"5614,5";
"";"";"";"Hajdú-Bihar megye";"18055";"17534,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"18903";"18419,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"12276";"11939,0";
"";"";"";"Bács-Kiskun megye";"16964";"16570,5";
"";"";"";"Békés megye";"10693";"10359,0";
"";"";"";"Csongrád megye";"13662";"13224,0";
"";"";"40 - 44 éves";"Budapest";"80891";"81913,0";
"";"";"";"Pest megye";"60096";"61121,5";
"";"";"";"Fejér megye";"18039";"18331,5";
"";"";"";"Komárom-Esztergom megye";"12925";"13047,0";
"";"";"";"Veszprém megye";"14122";"14218,5";
"";"";"";"Gyõr-Moson-Sopron megye";"20484";"20876,0";
"";"";"";"Vas megye";"10745";"10876,5";
"";"";"";"Zala megye";"11140";"11239,5";
"";"";"";"Baranya megye";"14503";"14544,5";
"";"";"";"Somogy megye";"12285";"12304,5";
"";"";"";"Tolna megye";"8689";"8734,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"23814";"23810,0";
"";"";"";"Heves megye";"11931";"12009,0";
"";"";"";"Nógrád megye";"7165";"7190,5";
"";"";"";"Hajdú-Bihar megye";"21098";"21140,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"22569";"22463,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"14490";"14622,5";
"";"";"";"Bács-Kiskun megye";"20713";"20629,5";
"";"";"";"Békés megye";"13646";"13632,5";
"";"";"";"Csongrád megye";"16305";"16386,0";
"";"";"45 - 49 éves";"Budapest";"64332";"64425,0";
"";"";"";"Pest megye";"49418";"49877,0";
"";"";"";"Fejér megye";"15107";"15174,0";
"";"";"";"Komárom-Esztergom megye";"10543";"10635,5";
"";"";"";"Veszprém megye";"12375";"12450,0";
"";"";"";"Gyõr-Moson-Sopron megye";"16788";"17032,0";
"";"";"";"Vas megye";"9573";"9567,0";
"";"";"";"Zala megye";"10054";"10043,0";
"";"";"";"Baranya megye";"12995";"12945,5";
"";"";"";"Somogy megye";"10928";"10918,5";
"";"";"";"Tolna megye";"7977";"7896,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"22566";"22283,0";
"";"";"";"Heves megye";"10545";"10527,5";
"";"";"";"Nógrád megye";"6640";"6627,0";
"";"";"";"Hajdú-Bihar megye";"18825";"18747,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"20149";"20128,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"12875";"12889,0";
"";"";"";"Bács-Kiskun megye";"18092";"18173,5";
"";"";"";"Békés megye";"12203";"12020,0";
"";"";"";"Csongrád megye";"14484";"14414,5";
"";"";"50 - 54 éves";"Budapest";"52077";"53555,5";
"";"";"";"Pest megye";"38795";"40094,5";
"";"";"";"Fejér megye";"12890";"13187,0";
"";"";"";"Komárom-Esztergom megye";"9690";"9871,0";
"";"";"";"Veszprém megye";"11209";"11363,0";
"";"";"";"Gyõr-Moson-Sopron megye";"13917";"14257,5";
"";"";"";"Vas megye";"8323";"8508,5";
"";"";"";"Zala megye";"9319";"9420,0";
"";"";"";"Baranya megye";"12250";"12315,5";
"";"";"";"Somogy megye";"10089";"10229,0";
"";"";"";"Tolna megye";"7373";"7499,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"21414";"21612,5";
"";"";"";"Heves megye";"9216";"9409,5";
"";"";"";"Nógrád megye";"6499";"6510,5";
"";"";"";"Hajdú-Bihar megye";"16928";"17190,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"17915";"18128,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"11893";"12085,0";
"";"";"";"Bács-Kiskun megye";"16429";"16690,0";
"";"";"";"Békés megye";"11173";"11432,0";
"";"";"";"Csongrád megye";"12750";"13041,5";
"";"";"55 - 59 éves";"Budapest";"47967";"47438,0";
"";"";"";"Pest megye";"35673";"35478,0";
"";"";"";"Fejér megye";"13609";"13383,5";
"";"";"";"Komárom-Esztergom megye";"9849";"9765,5";
"";"";"";"Veszprém megye";"11789";"11660,0";
"";"";"";"Gyõr-Moson-Sopron megye";"13934";"13788,5";
"";"";"";"Vas megye";"8725";"8546,0";
"";"";"";"Zala megye";"10247";"10055,5";
"";"";"";"Baranya megye";"13020";"12811,5";
"";"";"";"Somogy megye";"10936";"10700,5";
"";"";"";"Tolna megye";"7881";"7673,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"22715";"22407,0";
"";"";"";"Heves megye";"10136";"9920,0";
"";"";"";"Nógrád megye";"6856";"6758,5";
"";"";"";"Hajdú-Bihar megye";"17712";"17356,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"18815";"18492,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"12324";"12106,0";
"";"";"";"Bács-Kiskun megye";"17210";"16927,5";
"";"";"";"Békés megye";"11738";"11476,0";
"";"";"";"Csongrád megye";"12969";"12679,5";
"";"";"60 - 64 éves";"Budapest";"67491";"64540,5";
"";"";"";"Pest megye";"44941";"43943,5";
"";"";"";"Fejér megye";"17306";"17065,5";
"";"";"";"Komárom-Esztergom megye";"12208";"11941,5";
"";"";"";"Veszprém megye";"14617";"14436,0";
"";"";"";"Gyõr-Moson-Sopron megye";"17558";"17319,0";
"";"";"";"Vas megye";"10727";"10599,0";
"";"";"";"Zala megye";"12619";"12451,0";
"";"";"";"Baranya megye";"15896";"15710,5";
"";"";"";"Somogy megye";"13749";"13567,0";
"";"";"";"Tolna megye";"9889";"9768,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"26273";"25928,0";
"";"";"";"Heves megye";"12719";"12543,0";
"";"";"";"Nógrád megye";"8344";"8178,0";
"";"";"";"Hajdú-Bihar megye";"20726";"20577,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"21573";"21442,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"15603";"15393,5";
"";"";"";"Bács-Kiskun megye";"21034";"20829,5";
"";"";"";"Békés megye";"15035";"14824,5";
"";"";"";"Csongrád megye";"16593";"16345,0";
"";"";"65 - 69 éves";"Budapest";"61721";"62731,5";
"";"";"";"Pest megye";"40981";"41607,0";
"";"";"";"Fejér megye";"14390";"14607,0";
"";"";"";"Komárom-Esztergom megye";"10361";"10481,5";
"";"";"";"Veszprém megye";"12262";"12493,0";
"";"";"";"Gyõr-Moson-Sopron megye";"15279";"15400,5";
"";"";"";"Vas megye";"9300";"9373,0";
"";"";"";"Zala megye";"10781";"10879,0";
"";"";"";"Baranya megye";"13223";"13323,5";
"";"";"";"Somogy megye";"12230";"12282,0";
"";"";"";"Tolna megye";"8260";"8370,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"22291";"22615,0";
"";"";"";"Heves megye";"11182";"11300,5";
"";"";"";"Nógrád megye";"7132";"7234,5";
"";"";"";"Hajdú-Bihar megye";"17753";"17858,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"18414";"18506,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"13104";"13283,5";
"";"";"";"Bács-Kiskun megye";"17893";"18036,5";
"";"";"";"Békés megye";"13072";"13103,0";
"";"";"";"Csongrád megye";"14725";"14855,5";
"";"";"70 - 74 éves";"Budapest";"56262";"56508,0";
"";"";"";"Pest megye";"32705";"33233,5";
"";"";"";"Fejér megye";"10933";"11114,5";
"";"";"";"Komárom-Esztergom megye";"7950";"8065,0";
"";"";"";"Veszprém megye";"9516";"9631,0";
"";"";"";"Gyõr-Moson-Sopron megye";"11937";"12183,5";
"";"";"";"Vas megye";"7101";"7256,5";
"";"";"";"Zala megye";"7989";"8169,0";
"";"";"";"Baranya megye";"10268";"10488,0";
"";"";"";"Somogy megye";"8816";"9053,0";
"";"";"";"Tolna megye";"6303";"6423,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"17364";"17524,0";
"";"";"";"Heves megye";"9043";"9082,5";
"";"";"";"Nógrád megye";"5884";"5870,0";
"";"";"";"Hajdú-Bihar megye";"13518";"13677,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"12638";"13051,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"10247";"10318,5";
"";"";"";"Bács-Kiskun megye";"15059";"15189,5";
"";"";"";"Békés megye";"10260";"10431,5";
"";"";"";"Csongrád megye";"12479";"12532,5";
"";"";"75 - 79 éves";"Budapest";"43026";"43899,0";
"";"";"";"Pest megye";"25009";"25456,5";
"";"";"";"Fejér megye";"9390";"9441,5";
"";"";"";"Komárom-Esztergom megye";"7125";"7169,5";
"";"";"";"Veszprém megye";"8402";"8381,5";
"";"";"";"Gyõr-Moson-Sopron megye";"9658";"9741,5";
"";"";"";"Vas megye";"5977";"5996,0";
"";"";"";"Zala megye";"7016";"6941,0";
"";"";"";"Baranya megye";"9346";"9267,0";
"";"";"";"Somogy megye";"7680";"7659,0";
"";"";"";"Tolna megye";"5498";"5444,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"15579";"15445,5";
"";"";"";"Heves megye";"7726";"7754,0";
"";"";"";"Nógrád megye";"5110";"5091,0";
"";"";"";"Hajdú-Bihar megye";"11522";"11588,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"10355";"10271,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"9355";"9321,0";
"";"";"";"Bács-Kiskun megye";"12440";"12421,5";
"";"";"";"Békés megye";"9028";"9026,0";
"";"";"";"Csongrád megye";"9884";"10047,0";
"";"";"80 - 84 éves";"Budapest";"29420";"29446,5";
"";"";"";"Pest megye";"16622";"16774,5";
"";"";"";"Fejér megye";"6823";"6784,5";
"";"";"";"Komárom-Esztergom megye";"4795";"4791,0";
"";"";"";"Veszprém megye";"5845";"5922,5";
"";"";"";"Gyõr-Moson-Sopron megye";"6821";"6858,0";
"";"";"";"Vas megye";"4078";"4061,5";
"";"";"";"Zala megye";"5099";"5119,0";
"";"";"";"Baranya megye";"6613";"6621,5";
"";"";"";"Somogy megye";"5443";"5418,0";
"";"";"";"Tolna megye";"3912";"3923,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"11102";"11123,5";
"";"";"";"Heves megye";"5554";"5553,5";
"";"";"";"Nógrád megye";"3664";"3704,5";
"";"";"";"Hajdú-Bihar megye";"8399";"8393,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"7732";"7781,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"6652";"6644,0";
"";"";"";"Bács-Kiskun megye";"8962";"9049,5";
"";"";"";"Békés megye";"6413";"6427,0";
"";"";"";"Csongrád megye";"6947";"6992,5";
"";"";"85 - X  éves";"Budapest";"30635";"30607,0";
"";"";"";"Pest megye";"14655";"14851,5";
"";"";"";"Fejér megye";"5420";"5517,0";
"";"";"";"Komárom-Esztergom megye";"3725";"3795,0";
"";"";"";"Veszprém megye";"4866";"4929,5";
"";"";"";"Gyõr-Moson-Sopron megye";"5763";"5828,5";
"";"";"";"Vas megye";"3685";"3741,5";
"";"";"";"Zala megye";"4452";"4483,5";
"";"";"";"Baranya megye";"5493";"5609,0";
"";"";"";"Somogy megye";"4587";"4616,5";
"";"";"";"Tolna megye";"3520";"3547,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"8609";"8685,5";
"";"";"";"Heves megye";"4765";"4794,5";
"";"";"";"Nógrád megye";"2768";"2794,5";
"";"";"";"Hajdú-Bihar megye";"7199";"7251,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"6334";"6347,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"5638";"5705,0";
"";"";"";"Bács-Kiskun megye";"7605";"7672,0";
"";"";"";"Békés megye";"5638";"5685,5";
"";"";"";"Csongrád megye";"6089";"6123,5";
"2019. év";"Férfi";"0 -  4 éves";"Budapest";"41283";"40746,0";
"";"";"";"Pest megye";"35710";"36084,0";
"";"";"";"Fejér megye";"10050";"10110,5";
"";"";"";"Komárom-Esztergom megye";"7570";"7551,0";
"";"";"";"Veszprém megye";"7718";"7737,5";
"";"";"";"Gyõr-Moson-Sopron megye";"11824";"11996,0";
"";"";"";"Vas megye";"5610";"5650,5";
"";"";"";"Zala megye";"5648";"5616,5";
"";"";"";"Baranya megye";"8097";"8039,0";
"";"";"";"Somogy megye";"6785";"6753,5";
"";"";"";"Tolna megye";"4958";"4966,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"17703";"17718,5";
"";"";"";"Heves megye";"7167";"7153,5";
"";"";"";"Nógrád megye";"4329";"4340,0";
"";"";"";"Hajdú-Bihar megye";"13855";"13928,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"14876";"14842,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"9221";"9205,0";
"";"";"";"Bács-Kiskun megye";"12389";"12381,5";
